company_id,company,year,report_period,indicator_id,indicator_name,indicator_standard_name,indicator_value,unit,business_scope,business_type,source_file,source_page,source_chunk_id,source_text,extraction_time,confidence_score,review_status
,人保,2025,2025Q4,B002,车险保费收入,车险保费收入,305745,百万元,人保财险（财产保险业务）,车险,中国人保_2025_Q4_A股_chunks.json,,,"候选2表格：机动车辆险2025年原保险保费收入305,745百万元",2026-08-11,95,待审核
,人保,2025,2025Q4,B003,非车险保费收入,非车险保费收入,250032,百万元,人保财险（财产保险业务）,非车险,中国人保_2025_Q4_A股_chunks.json,,,"根据候选3中表格（table_005）计算：非车险保费收入 = 合计原保险保费收入 - 机动车辆险保费收入 = 555,777 - 305,745 = 250,032 百万元。",2026-08-11,0.95,待审核
,人保,2025,2025Q4,B005,农业保险保费,农业保险保费,55947,百万元,人保财险（财产保险业务）,农业险,中国人保_2025_Q4_A股_chunks.json,,,"候选2表格：农险2025年原保险保费收入55,947百万元。",2026-08-11,95,待审核
,人保,2025,2025Q4,B006,健康险保费,健康险保费,107585,百万元,财产保险业务（人保财险）,健康险,中国人保_2025_Q4_A股_chunks.json,,,"候选4：人保财险按险种列示的原保险保费收入表中，'意外伤害及健康险'2025年金额为107,585百万元。该指标为财产险公司健康险保费，对应'意外伤害及健康险'中的健康险部分，但报告未单独拆分健康险，故以'意外伤害及健康险'整体作为健康险保费口径。",2026-08-11,0.75,待审核
,人保,2025,2025Q4,B007,车险业务占比,车险业务占比,55.0,%,财产保险业务（人保财险）,车险,中国人保_2025_Q4_A股_chunks.json,,,"2025年，人保财险实现原保险保费收入5,557.77亿元，非车险业务占比45.0%，同比提升0.3个百分点。车险业务占比=1-非车险业务占比=1-45.0%=55.0%。",2026-08-11,0.95,待审核
,人保,2025,2025Q4,B008,非车险业务占比,非车险业务占比,45.0,%,财产保险业务（人保财险）,非车险,中国人保_2025_Q4_A股_chunks.json,,,"2025年，实现原保险保费收入5,557.77亿元，同比增长3.3%，市场份额31.6%，保险服务收入5,115.94亿元，同比增长5.4%，保持行业领先地位。在服务大局中优化发展布局和业务结构，车险业务保费收入突破3,000亿元，市场份额保持基本稳定；非车险业务占比45.0%，同比提升0.3个百分点。",2026-08-11,0.95,待审核
,人保,2025,2025Q4,B009,市场份额,市场份额,31.6,%,财产保险,,中国人保_2025_Q4_A股_chunks.json,,人保_2025_q4_a_002,"人保财险坚持以客户为中心，优化经营管理体系，有力塑造发展优势。2025年，实现原保险保费收入5,557.77亿元，同比增长3.3%，市场份额31.6%，保险服务收入5,115.94亿元，同比增长5.4%，保持行业领先地位。",2026-08-11,95,待审核
,人保,2025,2025Q4,B010,保费增长率,保费增长率,3.3,%,财产保险（人保财险）,,中国人保_2025_Q4_A股_chunks.json,,人保_2025_q4_a_002,"人保财险坚持以客户为中心，优化经营管理体系，有力塑造发展优势。2025年，实现原保险保费收入5,557.77亿元，同比增长3.3%，市场份额31.6%，保险服务收入5,115.94亿元，同比增长5.4%，保持行业领先地位。",2026-08-11,0.95,待审核
,人保,2025,2025Q4,B011,车险保险服务收入,车险保险服务收入,305335,百万元,机动车辆险业务,车险,中国人保_2025_Q4_A股_chunks.json,,人保_2025_q4_a_006,"机动车辆险业务实现保险服务收入3,053.35亿元，同比增长3.6%。",2026-08-11,95,待审核
,人保,2025,2025Q4,B012,非车保险服务收入,非车保险服务收入,206259,百万元,人保财险（财产保险业务）,非车险,中国人保_2025_Q4_A股_chunks.json,,,"根据候选1中table_004（人保财险各险种经营信息），保险服务收入合计为511,594百万元，其中机动车辆险保险服务收入为305,335百万元。非车保险服务收入=合计-机动车辆险=511,594-305,335=206,259百万元。",2026-08-11,90,待审核
,人保,2025,2025Q4,R001,核心偿付能力充足率,核心偿付能力充足率,213.4,%,人保财险,,中国人保_2025_Q4_A股_chunks.json,,,2025年12月31日偿付能力表格：核心偿付能力充足率(%) 人保财险 213.4,2026-08-11,95,待审核
,人保,2025,2025Q4,R002,综合偿付能力充足率,综合偿付能力充足率,232.4,%,人保财险（财产保险）,,中国人保_2025_Q4_A股_chunks.json,,,2025年12月31日偿付能力表：人保财险综合偿付能力充足率(%)为232.4,2026-08-11,95,待审核
,人保,2025,2025Q4,R003,风险综合评级,风险综合评级,AA,评级,人保再保,,中国人保_2025_Q4_A股_chunks.json,,人保_2025_q4_a_016,维持AA类风险综合评级，保持行业领先水平。,2026-08-11,0.9,待审核
,人保,2025,2025Q4,A001,总资产,总资产,860596,百万元,财产保险（人保财险）,,中国人保_2025_Q4_A股_chunks.json,,,"人保财险 | 各种财产保险、意外伤害险和短期健康险，以及相关的再保险业务 | 22,242 | 68.98% | 860,596 | 288,442 | 40,307",2026-08-11,95,待审核
,人保,2025,2025Q4,A002,投资资产,投资资产,1901634,百万元,集团,,中国人保_2025_Q4_A股_chunks.json,,,"表格1 (table_026)中'投资资产'项目，2025年12月31日金额为1,901,634百万元。",2026-08-11,100,待审核
,人保,2025,2025Q4,A003,保险合同负债,保险合同负债,406093,百万元,财产保险业务（人保财险）,,中国人保_2025_Q4_A股_chunks.json,,,"候选1表格2（table_008）：保险合同负债(资产) 2025年12月31日 406,093 百万元",2026-08-11,0.95,待审核
,人保,2025,2025Q4,A004,未决赔款准备金,未决赔款准备金,218378,百万元,财产保险业务（人保财险）,,中国人保_2025_Q4_A股_chunks.json,,,"候选1中表格2（table_008）列示人保财险采用保费分配法计量的保险合同负债情况，其中'已发生赔款负债'2025年12月31日为218,378百万元。该指标与未决赔款准备金含义一致。",2026-08-11,95,待审核
,人保,2025,2025Q4,A005,未到期责任准备金,未到期责任准备金,187715,百万元,人保财险（财产保险业务）,,中国人保_2025_Q4_A股_chunks.json,,,"候选1表格2（table_008）：未到期责任负债 2025年12月31日 187,715 百万元",2026-08-11,0.95,待审核
,太保,2024,2024Q3,F001,净利润,净利润,4792,百万元,太保产险（财产保险业务）,,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,2024年上半年太保产险实现净利润47.92亿元，同比增长18.6%。,2026-08-11,95,待审核
,太保,2024,2024Q3,F002,承保利润,承保利润,2712,百万元,太保产险（财产保险业务，不含太平洋安信农险）,,中国太保_2024_Q2_A股_chunks.json,,,"表格5 (table_022)中，截至2024年6月30日止6个月，承保利润为2,712百万元。",2026-08-11,95,待审核
,太保,2024,2024Q3,F003,保险服务收入,保险服务收入,93076,百万元,太保产险（财产保险业务，不含太平洋安信农险）,,中国太保_2024_Q2_A股_chunks.json,,,2024年上半年，太保产险实现保险服务收入930.76亿元，同比增长4.2%。,2026-08-11,95,待审核
,太保,2024,2024Q3,F004,保险服务费用,保险服务费用,88119,百万元,太保产险（财产保险业务，不含太平洋安信农险）,,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,保险服务费用。2024 年上半年保险服务费用 881.19 亿元，同比增长3.0%，主要因业务规模增长带来赔付、费用的增长。其中机动车辆保险服务费用 498.84 亿元，同比增长 3.4%，非机动车辆保险服务费用382.35亿元，同比增长2.4%。,2026-08-11,95,待审核
,太保,2024,2024Q3,F005,投资收益,投资收益,,百万元,,,中国太保_2024_Q2_A股_chunks.json,,,,2026-08-11,0,待审核
,太保,2024,2024Q3,F006,综合成本率,综合成本率,97.1,%,太保产险（单体）,,中国太保_2024_Q2_A股_chunks.json,,,"2024年上半年，太保产险实现原保险保费收入1,118.03亿元，同比增长7.8%，实现保险服务收入930.76亿元，同比增长4.2%。承保综合成本率97.1%，同比下降0.8个百分点。",2026-08-11,95,待审核
,太保,2024,2024Q3,F007,综合赔付率,综合赔付率,69.7,%,财产保险业务（太保产险）,,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_023,承保综合成本率 97.1%，同比下降 0.8 个百分点。其中，承保综合赔付率 69.7%，同比下降 0.8 个百分点；承保综合费用率27.4%，同比持平；,2026-08-11,95,待审核
,太保,2024,2024Q3,F008,综合费用率,综合费用率,27.4,%,财产保险业务（太保产险）,,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_023,承保综合成本率 97.1%，同比下降 0.8 个百分点。其中，承保综合赔付率 69.7%，同比下降 0.8 个百分点；承保综合费用率27.4%，同比持平；,2026-08-11,95,待审核
,太保,2024,2024Q3,F009,车险综合成本率,车险综合成本率,97.1,%,太保产险（机动车辆险）,车险,中国太保_2024_Q2_A股_chunks.json,,,2024年上半年，车险原保险保费收入521.67亿元，同比增长2.8%，其中新能源车险保费同比增长41.7%；承保综合成本率97.1%，同比下降0.9个百分点。,2026-08-11,95,待审核
,太保,2024,2024Q3,F010,非车险综合成本率,非车险综合成本率,97.2,%,太保产险非机动车辆险（非车险）,非车险,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,2024年上半年，非车险原保险保费收入596.36亿元，同比增长12.7%；承保综合成本率97.2%，同比下降0.7个百分点。,2026-08-11,95,待审核
,太保,2024,2024Q3,B001,原保险保费收入,原保险保费收入,113203,百万元,财产保险业务（太保产险及太平洋安信农险，不含太保香港）,,中国太保_2024_Q2_A股_chunks.json,,,"财产险业务承保盈利水平同比提升，保费收入持续增长：原保险保费收入1,132.03亿元，同比增长7.8%。其中，非车险保费收入同比增长12.5%，占比达53.9%，上升2.3个百分点。",2026-08-11,90,待审核
,太保,2024,2024Q3,B002,车险保费收入,车险保费收入,52167,百万元,太保产险（不含太平洋安信农险）,车险,中国太保_2024_Q2_A股_chunks.json,,,"2024年上半年，车险原保险保费收入521.67亿元，同比增长2.8%（候选1正文）；表格1中机动车辆险原保险保费收入为52,167百万元。",2026-08-11,0.95,待审核
,太保,2024,2024Q3,B003,非车险保费收入,非车险保费收入,610.36,百万元,太保产险（不含太平洋安信农险）,非车险,中国太保_2024_Q2_A股_chunks.json,,,"候选4：原保险保费收入1,132.03亿元，同比增长7.8%。其中，非车险保费收入同比增长12.5%，占比达53.9%，上升2.3个百分点。计算：1,132.03亿元 × 53.9% = 610.36亿元 = 61,036百万元。",2026-08-11,0.85,待审核
,太保,2024,2024Q3,B005,农业保险保费,农业保险保费,13650,百万元,太保产险（不含太平洋安信农险）,农业险,中国太保_2024_Q2_A股_chunks.json,,,"2024年上半年，太保产险农业险原保险保费收入136.50亿元，同比增长9.8%。按1亿元=100百万元换算，为13,650百万元。",2026-08-11,95,待审核
,太保,2024,2024Q3,B006,健康险保费,健康险保费,16132,百万元,太保产险（财产保险业务）,健康险,中国太保_2024_Q2_A股_chunks.json,,,2024年上半年，太保产险健康险原保险保费收入161.32亿元，同比增长21.4%（候选1正文及表格）。,2026-08-11,95,待审核
,太保,2024,2024Q3,B007,车险业务占比,车险业务占比,46.1,%,财产险业务（原保险保费收入口径）,车险,中国太保_2024_Q2_A股_chunks.json,,,"原保险保费收入1,132.03亿元，同比增长7.8%。其中，非车险保费收入同比增长12.5%，占比达53.9%，上升2.3个百分点。车险占比=100%-非车险占比=100%-53.9%=46.1%。",2026-08-11,0.95,待审核
,太保,2024,2024Q3,B008,非车险业务占比,非车险业务占比,53.9,%,财产险业务（原保险保费收入口径）,非车险,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_023,"原保险保费收入1,132.03亿元，同比增长7.8%。其中，非车险保费收入同比增长12.5%，占比达53.9%，上升2.3个百分点",2026-08-11,0.95,待审核
,太保,2024,2024Q3,B009,市场份额,市场份额,,%,,,中国太保_2024_Q2_A股_chunks.json,,,,2026-08-11,0,待审核
,太保,2024,2024Q3,B010,保费增长率,保费增长率,7.8,%,太保产险（不含太平洋安信农险）,,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,"2024年上半年，太保产险实现原保险保费收入1,118.03亿元，同比增长7.8%",2026-08-11,95,待审核
,太保,2024,2024Q3,B011,车险保险服务收入,车险保险服务收入,52361,百万元,太保产险（不含太平洋安信农险）,车险,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,2024年上半年保险服务收入930.76亿元，同比增长4.2%，主要因整体业务规模增长等影响。其中机动车辆保险服务收入523.61亿元，同比增长4.9%，非机动车辆保险服务收入407.15亿元，同比增长3.3%。,2026-08-11,95,待审核
,太保,2024,2024Q3,B012,非车保险服务收入,非车保险服务收入,40715,百万元,太保产险（不含太平洋安信农险）,非车险,中国太保_2024_Q2_A股_chunks.json,,taibao_2024_q3_a_026,2024年上半年保险服务收入930.76亿元，同比增长4.2%，主要因整体业务规模增长等影响。其中机动车辆保险服务收入523.61亿元，同比增长4.9%，非机动车辆保险服务收入407.15亿元，同比增长3.3%。,2026-08-11,95,待审核
,太保,2024,2024Q3,R001,核心偿付能力充足率,核心偿付能力充足率,173,%,财产保险（太保产险）,,中国太保_2024_Q2_A股_chunks.json,,,太保产险核心偿付能力充足率(%)：173（2024年6月30日）,2026-08-11,95,待审核
,太保,2024,2024Q3,R002,综合偿付能力充足率,综合偿付能力充足率,220,%,太保产险,,中国太保_2024_Q2_A股_chunks.json,,,候选3表格1（table_029）中太保产险综合偿付能力充足率：2024年6月30日为220。,2026-08-11,95,待审核
,太保,2024,2024Q3,A001,总资产,总资产,226593,百万元,财产保险业务（太保产险单体）,,中国太保_2024_Q2_A股_chunks.json,,,"候选3表格3（table_031）中，中国太平洋财产保险股份有限公司的总资产为226,593百万元。",2026-08-11,0.95,待审核
,太保,2024,2024Q3,A002,投资资产,投资资产,2456027,百万元,集团,,中国太保_2024_Q2_A股_chunks.json,,,"截至2024年6月末，集团投资资产24,560.27亿元，较上年末增长9.2%（候选5，章节5资产管理业务）。",2026-08-11,95,待审核
,太保,2024,2024Q3,A003,保险合同负债,保险合同负债,130781,百万元,财产保险分部（太保产险、太平洋安信农险和太保香港）,,中国太保_2024_Q2_A股_chunks.json,,,"中期财务报表附注-分部报告：财产保险分部保险合同负债为130,781百万元（2024年6月30日）。",2026-08-11,90,待审核
,太保,2024,2024Q3,A004,未决赔款准备金,未决赔款准备金,104438,百万元,集团合并（财产险及短期人身险相关保险合同负债）,,中国太保_2024_Q2_A股_chunks.json,,,"候选3表格1：已发生赔款负债 2024年6月30日为104,438（人民币百万元）。该指标对应未决赔款准备金。",2026-08-11,0.9,待审核
,太保,2024,2024Q3,A005,未到期责任准备金,未到期责任准备金,1973007,百万元,集团合并,,中国太保_2024_Q2_A股_chunks.json,,,"中期财务报表附注15.保险合同负债/(资产)：未到期责任负债2024年6月30日为1,973,007百万元。",2026-08-11,0.9,待审核
,平安,2024,2024Q4,F001,净利润,净利润,15021,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"财产保险业务利源分析表格：净利润 15,021 百万元（2024年）",2026-08-11,95,待审核
,平安,2024,2024Q4,F002,承保利润,承保利润,5463,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"业绩综述财产保险业务，财产保险业务利源分析表格：承保利润 5,463 百万元（2024年）",2026-08-11,95,待审核
,平安,2024,2024Q4,F003,保险服务收入,保险服务收入,328146,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"业绩综述财产保险业务表格：保险服务收入 328,146 (人民币百万元)",2026-08-11,0.98,待审核
,平安,2024,2024Q4,F004,保险服务费用,保险服务费用,314356,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"业绩综述财产保险业务利源分析表格：保险服务费用(314,356)百万元",2026-08-11,0.95,待审核
,平安,2024,2024Q4,F005,投资收益,投资收益,16125,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"财产保险业务利源分析表中，总投资收益(3)为16,125百万元。注(3)说明：总投资收益包括非银行业务利息收入、投资收益、公允价值变动损益、其他业务收入中的投资性房地产租金收入、投资资产减值损失、卖出回购金融资产款及拆入资金利息支出。",2026-08-11,90,待审核
,平安,2024,2024Q4,F006,综合成本率,综合成本率,98.3,%,财产保险业务（整体）,,中国平安_2024_Q4_A股_chunks.json,,,候选1表格：综合成本率(%) 98.3；候选2表格2：综合成本率(1)(%) 98.3；候选3正文：平安产险整体综合成本率98.3%；候选4标题：98.3%整体综合成本率,2026-08-11,1,待审核
,平安,2024,2024Q4,F007,综合赔付率,综合赔付率,71.0,%,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,表格2 (table_024): 财厂保险业务天键指标 (人民币百万元) | 2024年 | 2023年 | 变动(%) | ... | 综合赔付率(3)(%) | 71.0 | 71.5 | 下降0.5个百分点,2026-08-11,95,待审核
,平安,2024,2024Q4,F008,综合费用率,综合费用率,27.3,%,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,财厂保险业务天键指标 (人民币百万元) | 2024年 | 2023年 | 变动(%) | ... 综合成本率(1)(%) 98.3 100.7 下降2.3个百分点 其中：综合费用率(2)(%) 27.3 29.2 下降1.9个百分点,2026-08-11,95,待审核
,平安,2024,2024Q4,F009,车险综合成本率,车险综合成本率,98.1,%,车险,车险,中国平安_2024_Q4_A股_chunks.json,,,表格1 (table_023)中，车险行对应的综合成本率为98.1%。,2026-08-11,95,待审核
,平安,2024,2024Q4,B001,原保险保费收入,原保险保费收入,321821,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"本公司财产保险业务保费收入按渠道分析如下...合计321,821（人民币百万元）",2026-08-11,90,待审核
,平安,2024,2024Q4,B002,车险保费收入,车险保费收入,223301,百万元,财产保险业务（原保险保费收入口径）,车险,中国平安_2024_Q4_A股_chunks.json,,,"表格1 (table_023)中，车险原保险保费收入为223,301（人民币百万元）。",2026-08-11,95,待审核
,平安,2024,2024Q4,B003,非车险保费收入,非车险保费收入,98520,百万元,财产保险业务（平安产险）,非车险,中国平安_2024_Q4_A股_chunks.json,,,"根据候选2中表格2（table_029）按险种分析的原保险保费收入数据，非车险保费收入=总原保险保费收入-车险原保险保费收入=321,821-223,301=98,520百万元。",2026-08-11,95,待审核
,平安,2024,2024Q4,B005,农业保险保费,农业保险保费,10720,百万元,财产保险业务,农业险,中国平安_2024_Q4_A股_chunks.json,,,"候选1表格1（table_023）中，农业保险原保险保费收入为10,720百万元；候选2表格2（table_029）中，农业保险原保险保费收入为10,720百万元。",2026-08-11,1,待审核
,平安,2024,2024Q4,B006,健康险保费,健康险保费,18328,百万元,财产保险业务,健康险,中国平安_2024_Q4_A股_chunks.json,,,"表格table_023中，健康保险原保险保费收入为18,328百万元。",2026-08-11,0.95,待审核
,平安,2024,2024Q4,B012,非车保险服务收入,非车保险服务收入,108120,百万元,财产保险业务-非机动车辆保险,非车险,中国平安_2024_Q4_A股_chunks.json,,,"表格2 (table_024): 财厂保险业务天键指标 (人民币百万元) 2024年 保险服务收入 328,146 其中：车险 220,026 非机动车辆保险 108,120",2026-08-11,0.95,待审核
,平安,2024,2024Q4,R001,核心偿付能力充足率,核心偿付能力充足率,171.3,%,财产保险（平安产险）,,中国平安_2024_Q4_A股_chunks.json,,,截至2024年12月31日，平安产险的核心偿付能力充足率、综合偿付能力充足率均高于监管要求。表格中披露：核心偿付能力充足率(%) 2024年12月31日为171.3。,2026-08-11,95,待审核
,平安,2024,2024Q4,R002,综合偿付能力充足率,综合偿付能力充足率,205.3,%,财产保险,,中国平安_2024_Q4_A股_chunks.json,,,截至2024年12月31日，平安产险的综合偿付能力充足率为205.3%（表格中2024年12月31日列）。,2026-08-11,95,待审核
,平安,2024,2024Q4,A001,总资产,总资产,135854,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"表格4 (table_006): (人民币百万元) 2024年12月31日 财产保险业务 135,854",2026-08-11,95,待审核
,平安,2024,2024Q4,A002,投资资产,投资资产,5731409,百万元,集团合并口径（含寿险及健康险、财产保险等）,,中国平安_2024_Q4_A股_chunks.json,,,"候选3，另类投资章节，表格table_033：投资资产合计5,731,409百万元（2024年12月31日）。",2026-08-11,95,待审核
,平安,2024,2024Q4,A003,保险合同负债,保险合同负债,282048,百万元,财产保险业务,,中国平安_2024_Q4_A股_chunks.json,,,"表格2 (table_032): (人民币百万元) 2024年12月31日 保险合同负债 282,048",2026-08-11,0.95,待审核
,平安,2025,2025Q2,F001,净利润,净利润,10056,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"财产保险业务利源分析表格中，2025年净利润为10,056百万元。",2026-08-11,95,待审核
,平安,2025,2025Q2,F002,承保利润,承保利润,7978,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"财产保险业务利源分析表格：截至2025年6月30日止6个月，承保利润为7,978百万元。",2026-08-11,95,待审核
,平安,2025,2025Q2,F003,保险服务收入,保险服务收入,165661,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"业绩综述财产保险业务：保险服务收入165,661百万元（2025年上半年）",2026-08-11,95,待审核
,平安,2025,2025Q2,F004,保险服务费用,保险服务费用,153186,百万元,财产保险,,中国平安_2025_Q2_A股_chunks.json,,,"业绩综述财产保险业务-财产保险业务利源分析：保险服务费用(153,186)（截至2025年6月30日止6个月）",2026-08-11,95,待审核
,平安,2025,2025Q2,F005,投资收益,投资收益,3859,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"候选4（中期简要财务报表附注）分部报告表格中，财产保险分部投资收益为3,859百万元。",2026-08-11,95,待审核
,平安,2025,2025Q2,F006,综合成本率,综合成本率,95.2,%,财产保险业务整体,,中国平安_2025_Q2_A股_chunks.json,,,候选4：整体综合成本率95.2%，同比优化2.6个百分点；候选5：整体综合成本率95.2%，同比优化2.6个百分点；候选1表格2：综合成本率(1)(%) 95.2；候选2表格1：综合成本率(%) 95.2；候选3：财产保险业务整体综合成本率95.2%,2026-08-11,100,待审核
,平安,2025,2025Q2,F007,综合赔付率,综合赔付率,69.2,%,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,财产保险业务关键指标表格：综合赔付率(3)(%) 2025年 69.2,2026-08-11,95,待审核
,平安,2025,2025Q2,F008,综合费用率,综合费用率,26.0,%,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,表格2 (table_031): 综合成本率(1)(%) 95.2，其中：综合费用率(²)(%) 26.0,2026-08-11,95,待审核
,平安,2025,2025Q2,F009,车险综合成本率,车险综合成本率,95.5,%,财产保险业务（车险）,车险,中国平安_2025_Q2_A股_chunks.json,,pingan_2025_q2_a_049,车险综合成本率95.5%，同比优化2.6个百分点，优于市场平均水平。,2026-08-11,100,待审核
,平安,2025,2025Q2,B001,原保险保费收入,原保险保费收入,171857,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"2025年上半年，财产保险业务原保险保费收入合计171,857百万元（见候选2表格2：车险108,611+责任保险13,615+健康保险12,362+农业保险8,505+意外伤害保险7,242+其他险种21,522=171,857）。",2026-08-11,95,待审核
,平安,2025,2025Q2,B002,车险保费收入,车险保费收入,108611,百万元,财产保险业务（平安产险）,车险,中国平安_2025_Q2_A股_chunks.json,,,"表格1 (table_030): 截至2025年6月30日止6个月 (人民币百万元)，车险原保险保费收入108,611",2026-08-11,0.95,待审核
,平安,2025,2025Q2,B003,非车险保费收入,非车险保费收入,63246,百万元,财产保险业务（中国平安产险）,非车险,中国平安_2025_Q2_A股_chunks.json,,,"根据候选2中表格2（table_036）按险种分析的原保险保费收入数据，非车险保费收入=总原保险保费收入-车险原保险保费收入=171,857-108,611=63,246百万元。",2026-08-11,0.95,待审核
,平安,2025,2025Q2,B005,农业保险保费,农业保险保费,8505,百万元,财产保险业务,农业险,中国平安_2025_Q2_A股_chunks.json,,,"表格1 (table_030)中农业保险原保险保费收入为8,505百万元；表格2 (table_036)中农业保险原保险保费收入为8,505百万元。",2026-08-11,1,待审核
,平安,2025,2025Q2,B006,健康险保费,健康险保费,12362,百万元,财产保险业务,健康险,中国平安_2025_Q2_A股_chunks.json,,,"候选1表格1（table_030）中，健康保险原保险保费收入为12,362百万元；候选2表格2（table_036）中，健康保险原保险保费收入为12,362百万元。",2026-08-11,95,待审核
